Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting Year
1012160,110067207962.0,Potomac Energy Center,Leesburg,VA,20175,20260 Energy Park Drive,LOUDOUN COUNTY,39.056099,-77.541791,221112.0,"C,D",Power Plants,1907962.328,1906024.6,884.0,1053.728,,,,,,,,,,1607.544,1906354.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000665,110064857329.0,Potter,BRAINTREE,MA,2184,150 POTTER ROAD,Norfolk,42.235,-70.9672,221112.0,"C,D",Power Plants,13611.384,13585.1,9.0,17.284,,,,,,,,,,226.2,13385.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000113,110028050230.0,Pouch Terminal,STATEN ISLAND,NY,10305,143 EDGEWATER STREET,Richmond,40.6188,-74.069,221112.0,"C,D",Power Plants,33356.276,33322.3,15.5,18.476,,,,,,,,,,24.9,33331.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000992,110070355980.0,Power Lane Steam Plant,GREENVILLE,TX,75401,4201 POWERLANE,Hunt,33.1707,-96.1264,221112.0,"C,D",Power Plants,23790.97,23758.6,13.0,19.37,,,,,,,,,,5238.38,18552.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001521,110000438027.0,Powerton,PEKIN,IL,61554,13082 EAST MANITO RD,Tazewell,40.5408,-89.6786,221112.0,"C,D",Power Plants,3249319.13,3224257.8,9167.5,15893.83,,,,,,,,,,5417.274,3243901.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001548,110017344337.0,Prairie Creek,CEDAR RAPIDS,IA,52404,3300 C ST SW,Linn,41.9439,-91.6386,221112.0,"C,D",Power Plants,652143.284,649006.7,184.0,2952.584,,,,,,,,,,327449.688,324693.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001281,110068534606.0,"Pratt & Whitney, East Hartford",EAST HARTFORD,CT,6108,400 MAIN,Hartford,41.75,-72.6347,336412.0,"C,D",Power Plants,93559.8,93463.9,43.75,52.15,,,,,,,,,,21010.12,72549.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001129,110071161649.0,Procter & Gamble Power Plant,SACRAMENTO,CA,95826,5000 83rd St,Sacramento,38.5306,-121.399,221112.0,"C,D",Power Plants,327002.188,326670.1,151.5,180.588,,,,,,,,,,10917.66,316084.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000558,110055506527.0,Pueblo Airport Generating Station,Pueblo,CO,81001,400 N 27th Lane,Pueblo,38.322,-104.533,221112.0,D,Power Plants,606424.452,605808.5,281.0,334.952,,,,,,,,,,,606424.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000790,110000421534.0,Pulliam,Green Bay,WI,54303,1530 N Bylsby Av,Brown,44.5397,-88.0083,221112.0,"C,D",Power Plants,60460.076,60398.7,28.0,33.376,,,,,,,,,,258.9,60201.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000181,110014356990.0,Pyramid Generating Station,LORDSBURG,NM,88045,53 RAMOS FARMS ROAD,Hidalgo,32.2363,-108.5494,221112.0,D,Power Plants,47838.246,47774.9,25.5,37.846,,,,,,,,,,,47838.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000481,110071160718.0,Quail Run Energy Center,ODESSA,TX,79766,2950 East I 20,Ector,31.8414,-102.315,221112.0,"C,D",Power Plants,246551.408,246320.7,105.25,125.458,,,,,,,,,,35.5,246515.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007455,110000445368.0,Quindaro,KANSAS CITY,KS,66104,3601 NORTH 12TH STREET,Wyandotte,39.1486,-94.6405,221112.0,"C,D",Power Plants,12346.702,12304.7,12.5,29.502,,,,,,,,,,12346.702,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1007309,110070823823.0,R D Green,Sebree,KY,42455,State Highway Jct. 2096/2097,Webster,37.6467,-87.5006,221112.0,D,Power Plants,2579109.712,2558500.0,7536.75,13072.962,,,,,,,,,,,2579109.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001543,110007565214.0,R Gallagher,NEW ALBANY,IN,47200,30 JACKSON ST,Floyd,38.2636,-85.8381,221112.0,D,Power Plants,32346.246,32087.0,94.75,164.496,,,,,,,,,,,32346.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1007772,110056199215.0,R M Heskett,MANDAN,ND,58554,2025 38TH ST,Morton,46.8669,-100.8839,221112.0,"C,D",Power Plants,681851.404,677950.9,563.5,3337.004,,,,,,,,,,134993.294,546858.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001023,110000493706.0,R M Schahfer Generating Station,WHEATFIELD,IN,46392,2723 E 1500 N,Jasper,41.2175,-87.0239,221112.0,"C,D",Power Plants,4610726.218,4577153.8,12283.0,21289.418,,,,,,,,,,9979.958,4600746.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001602,110003271049.0,R S Nelson,WESTLAKE,LA,70669,3500 HOUSTON RIVER ROAD,Calcasieu,30.2861,-93.2917,221112.0,"C,D",Power Plants,1726044.706,1712513.7,4949.5,8581.506,,,,,,,,,,0.0,1726044.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000959,110071161586.0,R W Miller,PALO PINTO,TX,76484,2217 FMROAD 3137,Palo Pinto,32.6581,-98.3103,221112.0,D,Power Plants,166574.274,166335.6,93.25,145.424,,,,,,,,,,,166574.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1011211,110058240292.0,"RED-Rochester, LLC-Eastman Business Park, NY",ROCHESTER,NY,14606,1060 Lee Road,MONROE COUNTY,43.1969,-77.6289,221112.0,C,Power Plants,390286.8,389864.6,191.25,230.95,,,,,,,,,967.9,390286.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1006493,110001603934.0,ROCHESTER DISTRICT HEATING COOPERATIVE,ROCHESTER,NY,14607,15 - 17 LAWN STREET,MONROE COUNTY,43.150002,-77.599998,221330.0,C,Power Plants,23574.012,23549.9,11.0,13.112,,,,,,,,,,23574.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000169,110007399396.0,Raccoon Creek Power Plant,FLORA,IL,62839,676 CYPRESS DRIVE,Clay,38.6996,-88.5392,221112.0,"C,D",Power Plants,14838.496,14823.7,6.75,8.046,,,,,,,,,,1190.796,13647.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1002966,110008762375.0,Rapids Energy Center,Grand Rapids,MN,55744,502 NW 3rd St.,ITASCA COUNTY,47.263975,-93.62817,221330.0,C,Power Plants,95063.992,94965.9,44.75,53.342,,,,,,,,,,95063.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001124,110071161647.0,Rathdrum Combustion Turbine Project,RATHDRUM,ID,83858,5999 W BOEKEL ROAD,Kootenai,47.8034,-116.869,221112.0,"C,D",Power Plants,103161.168,103056.5,47.75,56.918,,,,,,,,,,21.3,103139.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001352,110071161798.0,"Rathdrum Power, LLC",RATHDRUM,ID,83858,9924 WEST LANCASTER ROAD,Kootenai,47.7861,-116.9214,221112.0,"C,D",Power Plants,696295.72,695588.8,322.5,384.42,,,,,,,,,,1705.744,694589.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001249,110010970235.0,Rausch Creek Generation LLC,TREMONT,PA,17981,490 West Main Street,Schuylkill,40.6191,-76.45,221112.0,"C,D",Power Plants,310206.688,308054.8,786.75,1365.138,,,,,,,,,,58.998,310147.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000764,110033146165.0,Ravenswood Generating Station,LONG ISLAND CITY,NY,11101,38-54 VERNON BLVD,Queens,40.7585,-73.9451,221112.0,"C,D",Power Plants,934293.61,933319.7,439.0,534.91,,,,,,,,,,1206.696,933086.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000567,110033146165.0,Ravenswood Steam Plant,Long Island City,NY,11101,38-54 Vernon Blvd,Queens,40.76,-73.75,221330.0,C,Power Plants,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001062,110000607148.0,Rawhide Energy Station,Wellington,CO,80549,2700 East County Road 82,Larimer,40.8611,-105.0206,221112.0,"C,D",Power Plants,1738576.416,1725816.3,4679.25,8080.866,,,,,,,,,,481.048,1738095.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001195,110064873392.0,Ray D Nixon,FOUNTAIN,CO,80817,6598 RAY NIXON RD,El Paso,38.6306,-104.7056,221112.0,"C,D",Power Plants,1157069.474,1148008.4,3313.25,5747.824,,,,,,,,,3287.1,598.314,1156471.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1007434,110071161584.0,Ray Olinger,NEVADA,TX,75173,13835 CTY RD 489,Collin,33.0667,-96.4519,221112.0,"C,D",Power Plants,48097.52,48048.2,22.5,26.82,,,,,,,,,,651.148,47446.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1011453,110071161601.0,Rayburn Energy Station,Sherman,TX,75092,510 Progress Dr,GRAYSON COUNTY,33.580992,-96.615264,221112.0,"C,D",Power Plants,909829.428,908905.5,421.5,502.428,,,,,,,,,,3609.936,906219.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000482,110071159538.0,ReEnergy Black River LLC,FORT DRUM,NY,13602,4515 Euphrates River Valley Road,JEFFERSON COUNTY,44.0361,-75.7712,221117.0,"C,D",Power Plants,91385.218,84065.3,1079.5,6240.418,,,,,,,,,472753.7,0.2,91385.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1012373,110067566440.0,Red Gate Power Plant,Edinburg,TX,78541,3428 WEST FM 490,HIDALGO COUNTY,26.450628,-98.177386,221112.0,"C,DD","Other,Power Plants",186458.396,186265.5,88.0,104.896,,,,,,,,,,186458.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006935,110021170908.0,Red Hills Generation Facility,Ackerman,MS,39735,2391 Pensacola Road,Choctaw,33.3761,-89.2183,221112.0,"C,D",Power Plants,3226486.88,3202188.3,8889.0,15409.58,,,,,,,,,,2836.04,3223650.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000095,110021321693.0,Red Oak Power LLC,SAYREVILLE,NJ,8872,832 RED OAK LANE,Middlesex,40.4481,-74.3497,221112.0,"C,D",Power Plants,941309.412,940353.7,436.0,519.712,,,,,,,,,,0.4,941309.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006774,110071160520.0,Red Wing Plant,Red Wing,MN,55901,101 5th Street East,GOODHUE COUNTY,44.5661,-92.52892,221112.0,C,Power Plants,94552.058,89467.1,1979.5,3105.458,,,,,,,,,137064.9,94552.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000824,110071159566.0,Redbud Power Plant,LUTHER,OK,73054,20922 TRIPLE XXX ROAD,Oklahoma,35.6853,-97.2242,221112.0,"C,D",Power Plants,1780786.6,1778978.2,825.0,983.4,,,,,,,,,,709.648,1780076.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000161,110001187876.0,Redding Power Plant,REDDING,CA,96001,17120 CLEAR CREEK ROAD,Shasta,40.5083,-122.4253,221112.0,"C,D",Power Plants,171016.816,170843.1,79.25,94.466,,,,,,,,,,6537.276,164479.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000822,110012141609.0,Redhawk Generating Facility,ARLINGTON,AZ,85322,11600 SOUTH 363RD AVENUE,Maricopa,33.33,-112.84,221112.0,D,Power Plants,2079183.396,2077072.5,963.0,1147.896,,,,,,,,,,,2079183.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007870,110071161645.0,Reedy Creek Improvement District/Walt Disney World Resort,LAKE BUENA VISTA,FL,32830,1375 Buena Vista Drive,Orange,28.4272,-81.5803,713110.0,"C,D,NN-LDC","Natural Gas and Natural Gas Liquids Suppliers,Power Plants",85875.646,85772.7,42.75,60.196,,,,,,,,,850.0,82600.158,3275.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000754,110022325170.0,Reeves Generating Station,ALBUQUERQUE,NM,87113,4400 PASEO DEL NORTE NE,Bernalillo,35.1716,-106.6019,221112.0,D,Power Plants,86640.98,86553.3,40.0,47.68,,,,,,,,,,,86640.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001162,110006363960.0,Remington Combustion Turbine Station,REMINGTON,VA,22734,12025 LUCKY HILL ROAD,Fauquier,38.54591,-77.77227,221112.0,"C,D",Power Plants,280090.814,279786.3,135.25,169.264,,,,,,,,,,2032.192,278058.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000809,110021353505.0,Renaissance Power,CARSON CITY,MI,48811,950 N DIVISION ST,Montcalm,43.1864,-84.8429,221112.0,"C,D",Power Plants,450324.632,449867.6,208.5,248.532,,,,,,,,,,1020.796,449303.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001264,110000324364.0,Rensselaer Cogen,RENSSELAER,NY,12144,39 RIVERSIDE AVE,Rensselaer,42.63,-73.75,221112.0,"C,D",Power Plants,16874.388,16857.4,7.75,9.238,,,,,,,,,,115.1,16759.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001245,110071161149.0,"Reworld Niagara I, LLC",NIAGARA FALLS,NY,14304,100 ENERGY BOULEVARD & 56TH STREET,Niagara,43.0839,-79.0056,562213.0,"C,D",Power Plants,395868.138,379323.8,6455.25,10089.088,,,,,,,,,473868.3,380457.646,15410.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1001315,110009450478.0,Rhode Island State Energy Center,JOHNSTON,RI,2919,24 SHUN PIKE,Providence,41.8017,-71.5186,221112.0,D,Power Plants,1356222.124,1354845.0,628.25,748.874,,,,,,,,,,,1356222.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001113,110000323953.0,Richard M Flynn (Holtsville),HOLTSVILLE,NY,11742,607 UNION AVE,Suffolk,40.8153,-73.0644,221112.0,D,Power Plants,59025.352,58959.4,29.0,36.952,,,,,,,,,,,59025.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007887,110071161498.0,Richland Peaking Station,DEFIANCE,OH,43512,801 CARPENTER ROAD,Defiance,41.3033,-84.3386,221112.0,"C,D",Power Plants,257236.496,256975.1,119.25,142.146,,,,,,,,,,577.648,256658.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001150,110004060417.0,Richmond County Combustion Turbine Plant,HAMLET,NC,28345,198 ENERGY WAY,Richmond,34.8422,-79.7444,221112.0,"C,D",Power Plants,3434173.12,3430647.3,1599.25,1926.57,,,,,,,,,,5250.028,3428923.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007161,110012569942.0,Rio Bravo Generating Station,Albuquerque,NM,87105,725 Electric Ave. SE,BERNALILLO COUNTY,35.0442,-106.67,221112.0,D,Power Plants,121453.932,121327.2,57.0,69.732,,,,,,,,,,,121453.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000752,110071161665.0,Rio Grande,SUNLAND PARK,NM,88063,3501 DONIPHAN ST,Dona Ana,31.8047,-106.5472,221112.0,"C,D",Power Plants,462085.636,461616.0,214.25,255.386,,,,,,,,,,114.6,461971.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001333,110014433700.0,"Rio Nogales Power Project, LP",SEGUIN,TX,78155,711 RIO NOGALES DRIVE,Guadalupe,29.5932,-97.9724,221112.0,D,Power Plants,1553283.2019532,1551705.978,719.536475,857.6874782,,,,,,,,,,,1553283.2019532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000438,110024436608.0,Ripon Generation Station,RIPON,CA,95366,1015 S STOCKTON BLVD,Stanislaus,37.7315,-121.116,221112.0,D,Power Plants,20430.224,20409.4,9.5,11.324,,,,,,,,,,,20430.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001133,110002058344.0,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112.0,D,Power Plants,737162.568,736414.0,341.5,407.068,,,,,,,,,,,737162.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000677,110000406917.0,River Rouge,RIVER ROUGE,MI,48218,1 BELANGER PARK,Wayne,42.2733,-83.1131,221112.0,"C,D",Power Plants,35580.952,35543.9,15.0,22.052,,,,,,,,,,7602.918,27978.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1007781,110071161656.0,River Valley Generating Station,PANAMA,OK,74951,3 MILES E. OF JUNCTION 31,LE FLORE COUNTY,35.192139,-94.647833,221112.0,D,Power Plants,1253755.514,1243948.6,3588.25,6218.664,,,,,,,,,24.6,,1253755.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000693,110000425656.0,Riverside (1927),MINNEAPOLIS,MN,55401,3100 MARSHALL ST NE,Hennepin,45.0203,-93.2753,221112.0,"C,D",Power Plants,533605.372,533063.4,247.25,294.722,,,,,,,,,,1923.092,531682.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000998,110071160512.0,Riverside (4940),JENKS,OK,74037,116TH ST S AND ARKANSAS RIVER,Tulsa,35.9978,-95.9567,221112.0,"C,D",Power Plants,201252.504,201048.1,93.25,111.154,,,,,,,,,,0.0,201252.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000136,110013294087.0,Riverside Energy Center,BELOIT,WI,53511,1401 W B R TOWN LINE ROAD,Rock,42.5835,-89.0351,221112.0,"C,D",Power Plants,1941964.004,1939992.3,899.5,1072.204,,,,,,,,,,9277.016,1932686.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000471,110040565242.0,Riverside Energy Resource Center,RIVERSIDE,CA,92504,5901 PAYTON AVE,Riverside,33.9636,-117.4528,221112.0,D,Power Plants,31761.78,31728.9,15.0,17.88,,,,,,,,,,,31761.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001358,110071161801.0,Riverside Generating Company,CATLETTSBURG,KY,41129,25038 HWY 23,Lawrence,38.1933,-82.6042,221112.0,"C,D",Power Plants,350972.975,350616.7,162.575,193.7,,,,,,,,,,729.248,350243.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001575,110017494451.0,Riverton,RIVERTON,KS,66770,7240 SE HWY 66,Cherokee,37.0719,-94.6986,221112.0,"C,D",Power Plants,520310.072,519781.8,241.0,287.272,,,,,,,,,,692.248,519617.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001485,110000363963.0,Riviera,RIVIERA BEACH,FL,33404,200 300 BROADWAY,Palm Beach,26.7653,-80.0528,221112.0,D,Power Plants,1939100.02,1937103.1,904.75,1092.17,,,,,,,,,,,1939100.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001171,110006539200.0,Robert P Mone,CONVOY,OH,45832,4406 MENTZER RD,Van Wert,40.9297,-84.7392,221112.0,"C,D",Power Plants,161589.764,161418.0,77.0,94.764,,,,,,,,,,370.948,161218.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001600,110071161622.0,Robert Reid,ROBARDS,KY,42452,9000 HIGHWAY 2096,Webster,37.6467,-87.5033,221112.0,C,Power Plants,4201.084,4196.7,2.0,2.384,,,,,,,,,,4201.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1005672,110071160510.0,Rock River,BELOIT,WI,53511,827 W B R TOWNLINE RD,Rock,42.5831,-89.0292,221112.0,C,Power Plants,319.5,319.5,,,,,,,,,,,,319.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001159,110012274797.0,Rock Springs Generating Facility,RISING SUN,MD,21911,1423 RISING SUN ROAD,Cecil,39.7183,-76.1606,221112.0,"C,D",Power Plants,133122.948,133012.8,50.25,59.898,,,,,,,,,,338.848,132784.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1006554,110070431693.0,Rockford Energy Center,ROCKFORD,IL,61104,136 HARRISON AVE,Winnebago,42.2403,-89.1025,221112.0,D,Power Plants,154763.401,154606.2,71.675,85.526,,,,,,,,,,,154763.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000823,110070431693.0,Rockford Energy Center II,ROCKFORD,IL,61104,136 HARRISON AVE,Winnebago,42.2383,-89.1014,221112.0,D,Power Plants,92322.233,92228.5,42.775,50.958,,,,,,,,,,,92322.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1007308,110013294069.0,Rockgen Energy Center,CAMBRIDGE,WI,53523,2346 CLEARVIEW ROAD,Dane,42.9767,-89.0492,221112.0,"C,D",Power Plants,428050.684,427600.7,201.75,248.234,,,,,,,,,,642.948,427407.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001322,110025240996.0,Rockingham County Combustion Turbine,REIDSVILLE,NC,27320,240 ERNEST DRIVE,Rockingham,36.3297,-79.8297,221112.0,D,Power Plants,413795.202,413353.4,196.25,245.552,,,,,,,,,,,413795.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001037,110038159578.0,Rockport,ROCKPORT,IN,47635,2791 NORTH US ROUTE 231,Spencer,37.9256,-87.0372,221112.0,"C,D",Power Plants,5143393.05,5103168.3,14708.5,25516.25,,,,,,,,,,21977.194,5121415.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2021
1000271,110071160664.0,Rocky Mountain Energy Center,KEENESBURG,CO,80643,6211 WELD COUNTY RD 51,Weld,40.0911,-104.5947,221112.0,"C,D",Power Plants,928035.46,927092.9,430.0,512.56,,,,,,,,,,51.6,927983.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001317,110001345982.0,"Rocky Road Power, LLC",EAST DUNDEE,IL,60118,1221 POWER DRIVE,Kane,42.0931,-88.2397,221112.0,D,Power Plants,90222.316,90130.8,41.75,49.766,,,,,,,,,,,90222.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001054,110000565816.0,Rokeby,LINCOLN,NE,68523,8000 SW 12 ST,Lancaster,40.7316,-96.7364,221112.0,"C,D",Power Plants,43761.522,43704.8,22.75,33.972,,,,,,,,,,18821.724,24939.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001047,110045641748.0,Roland C. Dansby Power Plant,BRYAN,TX,77807,8181 MUMFORD ROAD,Brazos,30.7217,-96.4599,221112.0,D,Power Plants,136024.144,135885.5,63.25,75.394,,,,,,,,,,,136024.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000808,110013300052.0,Rolling Hills Generating LLC,WILKESVILLE,OH,45695,43111 STATE RT 160,Vinton,39.0839,-82.3328,221112.0,"C,D",Power Plants,338639.296,338295.7,156.75,186.846,,,,,,,,,,18.6,338620.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000412,110001483261.0,Rosemary Power Station,ROANOKE RAPIDS,NC,27870,120 W 12TH ST,Halifax,36.4525,-77.6594,221112.0,"C,D",Power Plants,7627.926,7601.7,7.75,18.476,,,,,,,,,,0.0,7627.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1001182,110000324747.0,Roseton Generating Facility,NEWBURGH,NY,12550,992 RIVER ROAD,Orange,41.5711,-73.9747,221112.0,"C,D",Power Plants,92717.27,92606.7,46.5,64.07,,,,,,,,,,3360.388,89356.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
1000485,110070090551.0,Roseville Energy Park,ROSEVILLE,CA,95747,5120 PHILLIP RD,Placer,38.7926,-121.3823,221112.0,"C,D",Power Plants,231877.692,231642.6,107.25,127.842,,,,,,,,,,2.3,231875.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2021
